id,temperatureVal,currentVal,vibrationVal,rpmVal,receivedTime,classifier
3146,31.57,0.14,21.52,42,2016-03-05 13:26:44,noload
3147,31.69,0.17,25.9,42,2016-03-05 13:26:44,noload
3148,31.71,0.2,38.33,42,2016-03-05 13:26:45,noload
3149,31.75,0.21,37.63,51,2016-03-05 13:26:45,noload
3150,31.75,0.22,28.17,51,2016-03-05 13:26:46,noload
3151,31.77,0.22,20.13,51,2016-03-05 13:26:46,noload
3152,31.81,0.14,34.47,78,2016-03-05 13:26:46,noload
3153,31.75,0.05,32.2,78,2016-03-05 13:26:47,noload
3154,31.71,0.03,28.7,78,2016-03-05 13:26:47,noload
3155,31.67,0.01,35.88,78,2016-03-05 13:26:47,noload
3156,31.69,0,22.57,78,2016-03-05 13:26:48,noload
3157,31.69,0,38.33,78,2016-03-05 13:26:48,noload
3158,31.71,0,21,69,2016-03-05 13:26:48,noload
3159,31.77,0,38.33,69,2016-03-05 13:26:49,noload
3160,31.75,0,20.82,69,2016-03-05 13:26:49,noload
3161,31.77,0.09,33.25,60,2016-03-05 13:26:49,noload
3162,31.77,0.12,36.75,60,2016-03-05 13:26:50,noload
3163,31.77,0.13,25.02,60,2016-03-05 13:26:50,noload
3164,31.71,0.12,19.77,48,2016-03-05 13:26:50,noload
3165,31.47,0.14,34.47,48,2016-03-05 13:26:51,noload
3166,31.33,0.14,35.35,48,2016-03-05 13:26:51,noload
3167,31.25,0.14,23.8,24,2016-03-05 13:26:51,noload
3168,31.21,0.14,18.02,24,2016-03-05 13:26:52,noload
3169,31.27,0.13,33.95,24,2016-03-05 13:26:52,noload
3170,31.27,0.13,36.92,30,2016-03-05 13:26:52,noload
3171,31.27,0.15,28.17,30,2016-03-05 13:26:53,noload
3172,31.29,0.14,17.67,42,2016-03-05 13:26:53,noload
3173,31.33,0.14,31.15,42,2016-03-05 13:26:53,noload
3174,31.35,0.14,38.15,42,2016-03-05 13:26:54,noload
3175,31.33,0.13,31.32,54,2016-03-05 13:26:54,noload
3176,31.35,0.14,18.2,54,2016-03-05 13:26:54,noload
3177,31.35,0.14,28.35,54,2016-03-05 13:26:55,noload
3178,31.39,0.14,37.8,60,2016-03-05 13:26:55,noload
3179,31.35,0.14,32.55,60,2016-03-05 13:26:56,noload
3180,31.39,0.14,19.07,60,2016-03-05 13:26:56,noload
3181,31.39,0.14,23.98,60,2016-03-05 13:26:56,noload
3182,31.39,0.13,37.45,60,2016-03-05 13:26:57,noload
3183,31.35,0.13,33.25,60,2016-03-05 13:26:57,noload
3184,31.35,0.14,19.25,60,2016-03-05 13:26:57,noload
3185,31.29,0.14,22.23,60,2016-03-05 13:26:58,noload
3186,31.29,0.13,36.58,60,2016-03-05 13:26:58,noload
3187,31.27,0.14,35.7,60,2016-03-05 13:26:58,noload
3188,31.27,0.13,23.1,60,2016-03-05 13:26:59,noload
3189,31.27,0.14,20.65,60,2016-03-05 13:26:59,noload
3190,31.29,0.13,35.7,60,2016-03-05 13:26:59,noload
3191,31.29,0.13,36.58,60,2016-03-05 13:27:00,noload
3192,31.27,0.14,25.73,60,2016-03-05 13:27:00,noload
3193,31.27,0.14,20.13,60,2016-03-05 13:27:00,noload
3194,31.33,0.13,35.88,60,2016-03-05 13:27:01,noload
3195,31.33,0.14,38.85,60,2016-03-05 13:27:01,noload
3196,31.33,0.14,28.17,60,2016-03-05 13:27:01,noload
3197,31.35,0.14,21,60,2016-03-05 13:27:02,noload
3198,31.39,0.14,36.05,60,2016-03-05 13:27:02,noload
3199,31.35,0.13,39.9,60,2016-03-05 13:27:02,noload
3200,31.35,0.14,28.7,60,2016-03-05 13:27:03,noload
3201,31.39,0.13,20.3,60,2016-03-05 13:27:03,noload
3202,31.39,0.14,35.7,60,2016-03-05 13:27:03,noload
3203,31.41,0.14,40.25,60,2016-03-05 13:27:04,noload
3204,31.39,0.14,30.8,60,2016-03-05 13:27:04,noload
3205,31.35,0.13,24.67,60,2016-03-05 13:27:04,noload
3206,31.39,0.13,40.42,60,2016-03-05 13:27:05,noload
3207,31.33,0.13,44.8,63,2016-03-05 13:27:05,noload
3208,31.33,0.14,33.77,63,2016-03-05 13:27:06,noload
3209,31.27,0.14,25.73,63,2016-03-05 13:27:06,noload
3210,31.29,0.14,39.02,60,2016-03-05 13:27:06,noload
3211,31.33,0.14,43.4,60,2016-03-05 13:27:07,noload
3212,31.33,0.13,36.4,60,2016-03-05 13:27:07,noload
3213,31.33,0.13,22.75,63,2016-03-05 13:27:07,noload
3214,31.39,0.14,34.13,63,2016-03-05 13:27:08,noload
3215,31.33,0.13,41.83,63,2016-03-05 13:27:08,noload
3216,31.33,0.14,36.22,63,2016-03-05 13:27:08,noload
3217,31.27,0.14,22.4,63,2016-03-05 13:27:09,noload
3218,31.29,0.14,28.17,63,2016-03-05 13:27:09,noload
3219,31.29,0.13,40.25,63,2016-03-05 13:27:09,noload
3220,31.33,0.13,36.05,63,2016-03-05 13:27:10,noload
3221,31.29,0.13,21.17,63,2016-03-05 13:27:10,noload
3222,31.27,0.15,24.5,60,2016-03-05 13:27:10,noload
3223,31.25,0.13,39.02,60,2016-03-05 13:27:11,noload
3224,31.21,0.13,37.27,60,2016-03-05 13:27:11,noload
3225,31.19,0.14,24.67,63,2016-03-05 13:27:11,noload
3226,31.19,0.14,22.4,63,2016-03-05 13:27:12,noload
3227,31.19,0.14,36.05,60,2016-03-05 13:27:12,noload
3228,31.15,0.13,37.97,60,2016-03-05 13:27:12,noload
3229,31.15,0.13,24.5,60,2016-03-05 13:27:13,noload
3230,31.21,0.14,18.38,60,2016-03-05 13:27:13,noload
3231,31.29,0.13,33.08,60,2016-03-05 13:27:13,noload
3232,31.25,0.13,36.58,60,2016-03-05 13:27:14,noload
3233,31.27,0.14,25.2,60,2016-03-05 13:27:14,noload
3234,31.25,0.14,17.85,60,2016-03-05 13:27:15,noload
3235,31.19,0.13,33.25,60,2016-03-05 13:27:15,noload
3236,31.21,0.13,37.1,60,2016-03-05 13:27:15,noload
3237,31.25,0.13,25.2,60,2016-03-05 13:27:16,noload
3238,31.27,0.15,16.45,60,2016-03-05 13:27:16,noload
3239,31.33,0.14,29.23,60,2016-03-05 13:27:16,noload
3240,31.33,0.13,35.7,60,2016-03-05 13:27:17,noload
3241,31.39,0.13,28,60,2016-03-05 13:27:17,noload
3242,31.41,0.13,15.22,60,2016-03-05 13:27:17,noload
3243,31.43,0.13,29.57,60,2016-03-05 13:27:18,noload
3244,31.35,0.13,34.83,60,2016-03-05 13:27:18,noload
3245,31.35,0.13,26.6,60,2016-03-05 13:27:18,noload
3246,31.41,0.15,14.52,60,2016-03-05 13:27:19,noload
3247,31.41,0.13,28.7,60,2016-03-05 13:27:19,noload
3248,31.41,0.13,34.47,60,2016-03-05 13:27:19,noload
3249,31.41,0.13,28.35,60,2016-03-05 13:27:20,noload
3250,31.67,0.14,15.57,60,2016-03-05 13:27:20,noload
3251,31.63,0.31,26.77,60,2016-03-05 13:27:20,noload
3252,31.15,16.38,86.63,3,2016-03-05 13:27:26,noload
3253,31.15,3.89,98.7,3,2016-03-05 13:27:26,noload
3254,31.15,1.04,103,3,2016-03-05 13:27:26,noload
3255,31.43,0.53,95.9,582,2016-03-05 13:27:27,noload
3256,31.41,0.44,83.3,582,2016-03-05 13:27:27,noload
3257,31.41,0.18,94.15,582,2016-03-05 13:27:27,noload
3258,31.39,0.23,99.4,1122,2016-03-05 13:27:28,noload
3259,31.39,0.07,80.85,1122,2016-03-05 13:27:28,noload
3260,31.29,0.02,96.78,1524,2016-03-05 13:27:28,noload
3261,31.33,0.01,81.38,1524,2016-03-05 13:27:29,noload
3262,31.35,0,89.25,1524,2016-03-05 13:27:29,noload
3263,31.41,0,84.35,1734,2016-03-05 13:27:29,noload
3264,31.27,0,73.15,1734,2016-03-05 13:27:30,noload
3265,31.27,0,88.03,1734,2016-03-05 13:27:30,noload
3266,31.27,0,67.03,1803,2016-03-05 13:27:30,noload
3267,31.27,0,84.53,1803,2016-03-05 13:27:31,noload
3268,31.29,0,64.05,1803,2016-03-05 13:27:31,noload
3269,31.33,0,79.97,1227,2016-03-05 13:27:31,noload
3270,31.35,0,65.97,1227,2016-03-05 13:27:32,noload
3271,31.39,0,73.5,1227,2016-03-05 13:27:32,noload
3272,31.39,0,68.42,687,2016-03-05 13:27:32,noload
3273,31.39,0,66.5,687,2016-03-05 13:27:33,noload
3274,31.35,16.66,54.25,0,2016-03-05 13:27:38,norpm
3275,31.33,3.91,72.28,0,2016-03-05 13:27:38,norpm
3276,31.33,0.92,52.67,0,2016-03-05 13:27:39,norpm
3277,31.33,0.22,68.42,0,2016-03-05 13:27:39,norpm
3278,31.33,0.05,55.47,0,2016-03-05 13:27:39,norpm
3279,31.33,0.01,62.65,0,2016-03-05 13:27:40,norpm
3280,31.35,0,57.4,0,2016-03-05 13:27:40,norpm
3281,31.33,0,55.3,0,2016-03-05 13:27:40,norpm
3282,31.33,0,58.1,0,2016-03-05 13:27:41,norpm
3283,31.35,0,46.2,0,2016-03-05 13:27:41,norpm
3284,31.33,0,57.58,0,2016-03-05 13:27:41,norpm
3285,31.35,0,39.38,0,2016-03-05 13:27:42,norpm
3286,31.35,0,56.88,0,2016-03-05 13:27:42,norpm
3287,31.41,0,36.05,0,2016-03-05 13:27:43,norpm
3288,31.35,0,54.42,0,2016-03-05 13:27:43,norpm
3289,31.39,0,34.47,0,2016-03-05 13:27:43,norpm
3290,31.39,0,51.45,0,2016-03-05 13:27:44,norpm
3291,31.39,0,36.22,0,2016-03-05 13:27:44,norpm
3292,31.41,0,46.2,0,2016-03-05 13:27:44,norpm
3293,31.39,0,38.67,0,2016-03-05 13:27:45,norpm
3294,31.35,0,42,0,2016-03-05 13:27:45,norpm
3295,31.39,0,41.83,0,2016-03-05 13:27:45,norpm
3296,31.39,0,34.83,0,2016-03-05 13:27:46,norpm
3297,31.33,0,43.58,0,2016-03-05 13:27:46,norpm
3298,31.35,0,29.57,0,2016-03-05 13:27:46,norpm
3299,31.35,0,44.63,0,2016-03-05 13:27:47,norpm
3300,31.39,0,25.55,0,2016-03-05 13:27:47,norpm
3301,31.35,0,44.1,0,2016-03-05 13:27:47,norpm
3302,31.41,0,23.8,0,2016-03-05 13:27:48,norpm
3303,31.39,0,42.52,0,2016-03-05 13:27:48,norpm
3304,31.39,0,24.32,0,2016-03-05 13:27:48,norpm
3305,31.41,0,39.9,0,2016-03-05 13:27:49,norpm
3306,31.41,0,28.88,0,2016-03-05 13:27:49,norpm
3307,31.39,0,36.75,0,2016-03-05 13:27:49,norpm
3308,31.39,0,32.72,0,2016-03-05 13:27:50,norpm
3309,31.41,0,33.77,0,2016-03-05 13:27:50,norpm
3310,31.43,0,36.75,0,2016-03-05 13:27:50,norpm
3311,31.43,0,28,0,2016-03-05 13:27:51,norpm
3312,31.39,0,39.2,0,2016-03-05 13:27:51,norpm
3313,31.35,0,23.1,0,2016-03-05 13:27:51,norpm
3314,31.35,0,33.25,0,2016-03-05 13:27:52,norpm
3315,31.35,0,35.52,0,2016-03-05 13:27:52,norpm
3316,31.39,0,26.42,0,2016-03-05 13:27:53,norpm
3317,31.39,0,37.97,0,2016-03-05 13:27:53,norpm
3318,31.35,0,21.88,0,2016-03-05 13:27:53,norpm
3319,31.39,0,39.55,0,2016-03-05 13:27:54,norpm
3320,31.39,0,20.13,0,2016-03-05 13:27:54,norpm
3321,31.39,0,39.55,0,2016-03-05 13:27:55,norpm
3322,31.39,0,20.65,0,2016-03-05 13:27:55,norpm
3323,31.39,0,38.85,0,2016-03-05 13:27:55,norpm
3324,31.39,0,24.5,0,2016-03-05 13:27:56,norpm
3325,31.39,0,35.88,0,2016-03-05 13:27:56,norpm
3326,31.39,0,29.92,0,2016-03-05 13:27:56,norpm
3327,31.41,0,33.08,0,2016-03-05 13:27:57,norpm
3328,31.39,0,34.65,0,2016-03-05 13:27:57,norpm
3329,31.41,0,26.25,0,2016-03-05 13:27:57,norpm
3330,31.47,0,37.27,0,2016-03-05 13:27:58,norpm
3331,31.43,0,22.57,0,2016-03-05 13:27:58,norpm
3332,31.43,0,40.08,0,2016-03-05 13:27:58,norpm
3333,31.43,0,20.82,0,2016-03-05 13:27:59,norpm
3334,31.41,0,40.42,0,2016-03-05 13:27:59,norpm
3335,31.41,0,21.35,0,2016-03-05 13:27:59,norpm
3336,31.43,0,39.72,0,2016-03-05 13:28:00,norpm
3337,31.43,0,33.42,0,2016-03-05 13:28:00,norpm
3338,31.41,0,31.15,0,2016-03-05 13:28:00,norpm
3339,31.41,0,37.45,0,2016-03-05 13:28:01,norpm
3340,31.41,0,25.73,0,2016-03-05 13:28:01,norpm
3341,31.39,0,39.9,0,2016-03-05 13:28:01,norpm
3342,31.39,0,21.7,0,2016-03-05 13:28:02,norpm
3343,31.35,0,40.95,0,2016-03-05 13:28:02,norpm
3344,31.29,0,21.52,0,2016-03-05 13:28:02,norpm
3345,31.29,0,40.6,0,2016-03-05 13:28:03,norpm
3346,31.29,0,23.1,0,2016-03-05 13:28:03,norpm
3347,31.39,0,37.8,0,2016-03-05 13:28:03,norpm
3348,31.41,0,29.05,0,2016-03-05 13:28:04,norpm
3349,31.41,0,34.65,0,2016-03-05 13:28:04,norpm
3350,31.43,0,34.13,0,2016-03-05 13:28:04,norpm
3351,31.41,0,28.88,0,2016-03-05 13:28:05,norpm
3352,31.41,0,37.8,0,2016-03-05 13:28:05,norpm
3353,31.43,0,23.8,0,2016-03-05 13:28:05,norpm
3354,31.43,0,40.25,0,2016-03-05 13:28:06,norpm
3355,31.43,0,21.52,0,2016-03-05 13:28:06,norpm
3356,31.49,0,41.13,0,2016-03-05 13:28:07,norpm
3357,31.43,0,22.05,0,2016-03-05 13:28:07,norpm
3358,31.49,0,40.25,0,2016-03-05 13:28:07,norpm
3359,31.43,0,26.07,0,2016-03-05 13:28:08,norpm
3360,31.49,0,37.45,0,2016-03-05 13:28:08,norpm
3361,31.47,0,31.85,0,2016-03-05 13:28:08,norpm
3362,31.47,0,25.9,0,2016-03-05 13:28:09,norpm
3363,31.47,0,40.95,0,2016-03-05 13:28:09,norpm
3364,31.49,0,22.4,0,2016-03-05 13:28:09,norpm
3365,31.49,0,42,0,2016-03-05 13:28:10,norpm
3366,31.49,0,22.57,0,2016-03-05 13:28:10,norpm
3367,31.47,0,42,0,2016-03-05 13:28:10,norpm
3368,31.49,0,25.55,0,2016-03-05 13:28:11,norpm
3369,31.49,0,39.72,0,2016-03-05 13:28:11,norpm
3370,31.49,0,32.2,0,2016-03-05 13:28:11,norpm
3371,31.49,0,37.63,0,2016-03-05 13:28:12,norpm
3372,31.49,0,38.33,0,2016-03-05 13:28:12,norpm
3373,31.47,0,32.02,0,2016-03-05 13:28:12,norpm
3374,31.49,0,41.83,0,2016-03-05 13:28:13,norpm
3375,31.47,0,27.65,0,2016-03-05 13:28:13,norpm
3376,31.47,0,44.45,0,2016-03-05 13:28:13,norpm
3377,31.41,0,25.73,0,2016-03-05 13:28:14,norpm
3378,31.41,0,45.15,0,2016-03-05 13:28:14,norpm
3379,31.41,0,31.85,0,2016-03-05 13:28:14,norpm
3380,31.39,0,41.13,0,2016-03-05 13:28:15,norpm
3381,31.33,0,37.63,0,2016-03-05 13:28:15,norpm
3382,31.27,0,38.33,0,2016-03-05 13:28:15,norpm
3383,31.29,0,42.35,0,2016-03-05 13:28:16,norpm
3384,31.33,0,32.02,0,2016-03-05 13:28:16,norpm
3385,31.29,0,46.02,0,2016-03-05 13:28:16,norpm
3386,31.29,0,26.25,0,2016-03-05 13:28:17,norpm
3387,31.25,0,44.97,0,2016-03-05 13:28:17,norpm
3388,31.25,0,28.52,0,2016-03-05 13:28:17,norpm
3389,31.29,0,41.47,0,2016-03-05 13:28:18,norpm
3390,31.29,0,33.6,0,2016-03-05 13:28:18,norpm
3391,31.39,0.01,38.15,0,2016-03-05 13:28:18,norpm
3392,31.35,0,38.67,0,2016-03-05 13:28:19,norpm
3393,31.35,0,31.67,0,2016-03-05 13:28:19,norpm
3394,31.43,0,41.3,0,2016-03-05 13:28:20,norpm
3395,31.33,0,26.07,0,2016-03-05 13:28:20,norpm
3396,31.39,0,42.88,0,2016-03-05 13:28:20,norpm
3397,31.41,0,23.8,0,2016-03-05 13:28:21,norpm
3398,31.41,0,43.4,0,2016-03-05 13:28:21,norpm
3399,31.41,0,24.15,0,2016-03-05 13:28:21,norpm
3400,31.39,0,42.17,0,2016-03-05 13:28:22,norpm
3401,31.41,0,27.82,0,2016-03-05 13:28:22,norpm
3402,31.41,0,38.15,0,2016-03-05 13:28:22,norpm
3403,31.33,0.01,32.2,0,2016-03-05 13:28:23,norpm
3404,31.43,0,33.6,0,2016-03-05 13:28:23,norpm
3405,31.43,0,35.88,0,2016-03-05 13:28:23,norpm
3406,31.41,0,26.25,0,2016-03-05 13:28:24,norpm
3407,31.43,0,38.15,0,2016-03-05 13:28:24,norpm
3408,31.43,0,21.7,0,2016-03-05 13:28:24,norpm
3409,31.41,0,40.08,0,2016-03-05 13:28:25,norpm
3410,31.41,0,20.82,0,2016-03-05 13:28:25,norpm
3411,31.35,0,40.6,0,2016-03-05 13:28:25,norpm
3412,31.41,0,22.05,0,2016-03-05 13:28:26,norpm
3413,31.41,0,39.2,0,2016-03-05 13:28:26,norpm
3414,31.41,0,27.48,0,2016-03-05 13:28:26,norpm
3415,31.43,0,36.58,0,2016-03-05 13:28:27,norpm
3416,31.47,0,33.6,0,2016-03-05 13:28:27,norpm
3417,31.43,0,32.9,0,2016-03-05 13:28:27,norpm
3418,31.49,0,37.97,0,2016-03-05 13:28:28,norpm
3419,31.43,0,27.48,0,2016-03-05 13:28:28,norpm
3420,31.47,0,41.13,0,2016-03-05 13:28:28,norpm
3421,31.47,0,24.15,0,2016-03-05 13:28:29,norpm
3422,31.35,0,42.52,0,2016-03-05 13:28:29,norpm
3423,31.33,0,22.92,0,2016-03-05 13:28:29,norpm
3424,31.35,0,42.52,0,2016-03-05 13:28:30,norpm
3425,31.39,0,24.32,0,2016-03-05 13:28:30,norpm
3426,31.35,0,40.95,0,2016-03-05 13:28:30,norpm
3427,31.35,0,29.4,0,2016-03-05 13:28:31,norpm
3428,31.39,0,37.97,0,2016-03-05 13:28:31,norpm
3429,31.35,0,34.13,0,2016-03-05 13:28:31,norpm
3430,31.35,0,33.95,0,2016-03-05 13:28:32,norpm
3431,31.33,0,37.8,0,2016-03-05 13:28:32,norpm
3432,31.33,0,27.13,0,2016-03-05 13:28:33,norpm
3433,31.35,0,39.72,0,2016-03-05 13:28:33,norpm
3434,31.35,0,22.57,0,2016-03-05 13:28:33,norpm
3435,31.29,0.01,41.3,0,2016-03-05 13:28:34,norpm
3436,31.33,0,21.35,0,2016-03-05 13:28:34,norpm
3437,31.29,0,40.42,0,2016-03-05 13:28:34,norpm
3438,31.29,0,21.7,0,2016-03-05 13:28:35,norpm
3439,31.27,0,37.27,0,2016-03-05 13:28:35,norpm
3440,31.29,0,25.9,0,2016-03-05 13:28:35,norpm
3441,31.27,0,33.08,0,2016-03-05 13:28:36,norpm
3442,31.21,0,30.45,0,2016-03-05 13:28:36,norpm
3443,31.25,0,27.48,0,2016-03-05 13:28:36,norpm
3444,31.25,0,33.42,0,2016-03-05 13:28:37,norpm
3445,31.25,0,22.23,0,2016-03-05 13:28:37,norpm
3446,31.21,0,36.05,0,2016-03-05 13:28:37,norpm
3447,31.19,0,18.55,0,2016-03-05 13:28:38,norpm
3448,31.13,0,36.75,0,2016-03-05 13:28:38,norpm
3449,31.15,0,22.4,0,2016-03-05 13:28:38,norpm
3450,31.11,0,34.65,0,2016-03-05 13:28:39,norpm
3451,31.05,0,27.48,0,2016-03-05 13:28:39,norpm
3452,30.99,0,32.38,0,2016-03-05 13:28:39,norpm
3453,30.97,0,32.72,0,2016-03-05 13:28:40,norpm
3454,30.99,0,26.77,0,2016-03-05 13:28:40,norpm
3455,31.01,0,36.22,0,2016-03-05 13:28:40,norpm
3456,31.05,0,22.57,0,2016-03-05 13:28:41,norpm
3457,31.11,0,38.5,0,2016-03-05 13:28:41,norpm
3458,31.07,0,19.77,0,2016-03-05 13:28:41,norpm
3459,31.11,0,39.38,0,2016-03-05 13:28:42,norpm
3460,31.15,0,19.77,0,2016-03-05 13:28:42,norpm
3461,31.11,0,38.85,0,2016-03-05 13:28:42,norpm
3462,31.19,0,21.7,0,2016-03-05 13:28:43,norpm
3463,31.27,0,36.22,0,2016-03-05 13:28:43,norpm
3464,31.27,0,27.13,0,2016-03-05 13:28:43,norpm
3465,31.27,0,33.95,0,2016-03-05 13:28:44,norpm
3466,31.27,0,32.38,0,2016-03-05 13:28:44,norpm
3467,31.29,0,29.75,0,2016-03-05 13:28:44,norpm
3468,31.27,0,36.58,0,2016-03-05 13:28:45,norpm
3469,31.25,0,24.5,0,2016-03-05 13:28:45,norpm
3470,31.27,0,38.67,0,2016-03-05 13:28:46,norpm
3471,31.25,0,20.65,0,2016-03-05 13:28:46,norpm
3472,31.27,0,39.72,0,2016-03-05 13:28:46,norpm
3473,31.27,0,20.3,0,2016-03-05 13:28:47,norpm
3474,31.25,0,39.55,0,2016-03-05 13:28:47,norpm
3475,31.21,0,21.52,0,2016-03-05 13:28:47,norpm
3476,31.21,0,37.45,0,2016-03-05 13:28:48,norpm
3477,31.25,0,26.42,0,2016-03-05 13:28:48,norpm
3478,31.21,0,33.95,0,2016-03-05 13:28:48,norpm
3479,31.21,0,30.8,0,2016-03-05 13:28:49,norpm
3480,31.21,0,28.52,0,2016-03-05 13:28:49,norpm
3481,31.21,0,34.3,0,2016-03-05 13:28:49,norpm
3482,31.25,0,22.92,0,2016-03-05 13:28:50,norpm
3483,31.21,0,36.4,0,2016-03-05 13:28:50,norpm
3484,31.25,0,18.9,0,2016-03-05 13:28:50,norpm
3485,31.25,0,37.1,0,2016-03-05 13:28:51,norpm
3486,31.25,0,16.98,0,2016-03-05 13:28:51,norpm
3487,31.25,0,36.05,0,2016-03-05 13:28:51,norpm
3488,31.25,0,17.32,0,2016-03-05 13:28:52,norpm
3489,31.21,0,30.1,0,2016-03-05 13:28:52,norpm
3490,31.25,0,29.23,0,2016-03-05 13:28:52,norpm
3491,31.25,0,24.67,0,2016-03-05 13:28:53,norpm
3492,31.25,0,32.2,0,2016-03-05 13:28:53,norpm
3493,31.25,0,19.07,0,2016-03-05 13:28:53,norpm
3494,31.21,0,34.3,0,2016-03-05 13:28:54,norpm
3495,31.19,0.01,15.75,0,2016-03-05 13:28:54,norpm
3496,31.25,0,35,0,2016-03-05 13:28:54,norpm
3497,31.25,0,15.75,0,2016-03-05 13:28:55,norpm
3498,31.25,0,35,0,2016-03-05 13:28:55,norpm
3499,31.21,0,17.32,0,2016-03-05 13:28:55,norpm
3500,31.25,0,33.08,0,2016-03-05 13:28:56,norpm
3501,31.25,0,22.92,0,2016-03-05 13:28:56,norpm
3502,31.21,0,30.45,0,2016-03-05 13:28:56,norpm
3503,31.19,0,28.35,0,2016-03-05 13:28:57,norpm
3504,31.21,0,25.55,0,2016-03-05 13:28:57,norpm
3505,31.21,0,31.85,0,2016-03-05 13:28:58,norpm
3506,31.19,0,19.95,0,2016-03-05 13:28:58,norpm
3507,31.19,0,33.6,0,2016-03-05 13:28:58,norpm
3508,31.19,0,14.88,0,2016-03-05 13:28:59,norpm
3509,31.19,0,33.42,0,2016-03-05 13:28:59,norpm
3510,31.25,0,13.82,0,2016-03-05 13:28:59,norpm
3511,31.21,0,33.42,0,2016-03-05 13:29:00,norpm
3512,31.25,0,15.93,0,2016-03-05 13:29:00,norpm
3513,31.21,0,32.2,0,2016-03-05 13:29:00,norpm
3514,31.19,0,22.4,0,2016-03-05 13:29:01,norpm
3515,31.19,0,30.63,0,2016-03-05 13:29:01,norpm
3516,31.15,0,28.35,0,2016-03-05 13:29:01,norpm
3517,31.13,0,27.3,0,2016-03-05 13:29:02,norpm
3518,31.11,0,32.55,0,2016-03-05 13:29:02,norpm
3519,31.11,0,22.57,0,2016-03-05 13:29:02,norpm
3520,31.11,0,35.52,0,2016-03-05 13:29:03,norpm
3521,31.13,0,18.38,0,2016-03-05 13:29:03,norpm
3522,31.13,0,36.92,0,2016-03-05 13:29:03,norpm
3523,31.19,0,17.67,0,2016-03-05 13:29:04,norpm
3524,31.15,0,37.1,0,2016-03-05 13:29:04,norpm
3525,31.13,0,19.07,0,2016-03-05 13:29:04,norpm
3526,31.11,0,36.4,0,2016-03-05 13:29:05,norpm
3527,31.13,0,23.98,0,2016-03-05 13:29:05,norpm
3528,31.13,0,33.95,0,2016-03-05 13:29:05,norpm
3529,31.11,0,29.75,0,2016-03-05 13:29:06,norpm
3530,31.07,0,31.85,0,2016-03-05 13:29:06,norpm
3531,31.11,0,34.65,0,2016-03-05 13:29:06,norpm
3532,31.13,0,26.07,0,2016-03-05 13:29:07,norpm
3533,31.11,0,37.27,0,2016-03-05 13:29:07,norpm
3534,31.13,0,21.35,0,2016-03-05 13:29:07,norpm
3535,31.13,0,38.85,0,2016-03-05 13:29:08,norpm
3536,31.07,0,19.77,0,2016-03-05 13:29:08,norpm
3537,31.07,0,39.2,0,2016-03-05 13:29:08,norpm
3538,31.11,0,20.13,0,2016-03-05 13:29:09,norpm
3539,31.07,0,39.02,0,2016-03-05 13:29:09,norpm
3540,31.05,0,22.4,0,2016-03-05 13:29:09,norpm
3541,31.01,0,37.45,0,2016-03-05 13:29:10,norpm
3542,31.01,0,28.35,0,2016-03-05 13:29:10,norpm
3543,31.11,0,36.05,0,2016-03-05 13:29:11,norpm
3544,31.07,0,34.47,0,2016-03-05 13:29:11,norpm
3545,31.13,0,32.9,0,2016-03-05 13:29:11,norpm
3546,31.13,0,38.67,0,2016-03-05 13:29:12,norpm
3547,31.13,0,23.45,0,2016-03-05 13:29:12,norpm
3548,31.13,0,42.88,0,2016-03-05 13:29:12,norpm
3549,31.11,0,22.92,0,2016-03-05 13:29:13,norpm
3550,31.05,0,42.17,0,2016-03-05 13:29:13,norpm
3551,30.99,0,24.5,0,2016-03-05 13:29:13,norpm
3552,30.99,0,40.08,0,2016-03-05 13:29:14,norpm
3553,30.99,0,29.92,0,2016-03-05 13:29:14,norpm
3554,31.01,0,37.1,0,2016-03-05 13:29:14,norpm
3555,31.07,0,33.6,0,2016-03-05 13:29:15,norpm
3556,31.11,0,31.67,0,2016-03-05 13:29:15,norpm
3557,31.11,0,35.7,0,2016-03-05 13:29:15,norpm
3558,31.13,0,25.38,0,2016-03-05 13:29:16,norpm
3559,31.19,0,37.63,0,2016-03-05 13:29:16,norpm
3560,31.19,0,21.52,0,2016-03-05 13:29:16,norpm
3561,31.15,0,39.72,0,2016-03-05 13:29:17,norpm
3562,31.15,0,22.23,0,2016-03-05 13:29:17,norpm
3563,31.19,0,38.5,0,2016-03-05 13:29:17,norpm
3564,31.21,0,28.17,0,2016-03-05 13:29:18,norpm
3565,31.15,0,37.27,0,2016-03-05 13:29:18,norpm
3566,31.15,0,33.25,0,2016-03-05 13:29:18,norpm
3567,31.11,0.01,34.3,0,2016-03-05 13:29:19,norpm
3568,31.11,0,37.45,0,2016-03-05 13:29:19,norpm
3569,31.07,0,28.88,0,2016-03-05 13:29:19,norpm
3570,31.05,0,40.6,0,2016-03-05 13:29:20,norpm
3571,31.05,0,25.73,0,2016-03-05 13:29:20,norpm
3572,31.05,0,42.52,0,2016-03-05 13:29:20,norpm
3573,31.05,0,23.63,0,2016-03-05 13:29:21,norpm
3574,31.05,0,43.22,0,2016-03-05 13:29:21,norpm
3575,31.05,0,23.45,0,2016-03-05 13:29:21,norpm
3576,31.05,0,42.7,0,2016-03-05 13:29:22,norpm
3577,31.15,0,24.67,0,2016-03-05 13:29:22,norpm
