,id,temperatureVal,currentVal,vibrationVal,rpmVal,receivedTime
0,804,21.82,0.01,2.3,0,2016-01-21 20:31:57
1,805,21.86,0.01,2.3,0,2016-01-21 20:31:59
2,806,21.96,0.01,2.3,0,2016-01-21 20:32:01
3,807,22.07,0.01,2.3,0,2016-01-21 20:32:04
4,808,21.96,0.01,2.2,0,2016-01-21 20:32:06
5,809,21.89,0.01,2.1,0,2016-01-21 20:32:08
6,810,21.89,0.01,2.8,0,2016-01-21 20:32:10
7,811,21.9,0.01,4.9,0,2016-01-21 20:32:12
8,812,21.91,0.01,3.1,0,2016-01-21 20:32:15
9,813,21.89,0.01,5.8,0,2016-01-21 20:32:17
10,814,21.87,0.01,3.1,0,2016-01-21 20:32:19
11,815,21.87,0.01,4.7,0,2016-01-21 20:32:21
12,816,21.9,0.01,2.3,0,2016-01-21 20:32:24
13,817,21.89,0.01,4.4,0,2016-01-21 20:32:26
14,818,21.9,0.01,4.7,0,2016-01-21 20:32:28
15,819,21.93,0.01,3.9,0,2016-01-21 20:32:30
16,820,21.5,0.01,3.8,0,2016-01-21 20:32:33
17,821,21.48,0.01,4.1,0,2016-01-21 20:32:35
18,822,21.71,0.01,3.1,0,2016-01-21 20:32:37
19,823,24.92,0.06,3.7,0,2016-01-21 20:32:40
20,824,23.28,0.62,4.7,0,2016-01-21 20:32:42
21,825,22.08,0.62,3.6,0,2016-01-21 20:32:44
22,826,21.95,0.62,3.5,0,2016-01-21 20:32:46
23,827,21.88,0.62,4.5,0,2016-01-21 20:32:48
24,828,21.86,0.62,4.3,0,2016-01-21 20:32:50
25,829,21.86,0.61,4.5,0,2016-01-21 20:32:53
26,830,21.89,0.62,3.2,0,2016-01-21 20:32:55
27,831,21.88,0.61,4.0,0,2016-01-21 20:32:57
28,832,21.86,0.61,3.1,0,2016-01-21 20:32:59
29,833,21.94,0.61,4.4,0,2016-01-21 20:33:01
30,834,23.56,0.61,7.4,0,2016-01-21 20:33:04
31,835,22.35,0.61,3.6,0,2016-01-21 20:33:06
32,836,22.94,0.61,3.2,0,2016-01-21 20:33:08
33,837,22.98,0.61,3.6,0,2016-01-21 20:33:10
34,838,22.33,0.61,3.5,0,2016-01-21 20:33:12
35,839,24.39,0.61,3.4,0,2016-01-21 20:33:14
36,840,22.96,0.61,4.4,0,2016-01-21 20:33:17
37,841,22.3,0.61,4.2,0,2016-01-21 20:33:19
38,842,22.39,0.61,8.6,0,2016-01-21 20:33:21
39,843,24.37,0.61,4.2,0,2016-01-21 20:33:23
40,844,25.94,0.61,9.3,0,2016-01-21 20:33:25
41,845,22.15,0.61,4.0,0,2016-01-21 20:33:28
42,846,21.84,0.61,8.6,0,2016-01-21 20:33:30
43,847,22.56,0.61,5.6,0,2016-01-21 20:33:32
44,848,21.71,0.61,6.1,0,2016-01-21 20:33:34
45,849,22.25,0.61,8.7,0,2016-01-21 20:33:36
46,850,22.5,0.61,5.1,0,2016-01-21 20:33:38
47,851,22.26,0.61,6.3,0,2016-01-21 20:33:41
48,852,23.42,0.61,4.8,0,2016-01-21 20:33:43
49,853,21.69,0.61,6.3,0,2016-01-21 20:33:45
50,854,20.24,0.61,4.4,0,2016-01-21 20:33:47
51,855,20.33,0.61,11.4,0,2016-01-21 20:33:49
52,856,20.45,0.61,4.5,0,2016-01-21 20:33:52
53,857,21.21,0.61,6.1,0,2016-01-21 20:33:54
54,858,25.95,0.61,3.8,0,2016-01-21 20:33:56
55,859,27.52,0.61,4.0,0,2016-01-21 20:33:58
56,860,24.38,0.61,6.2,0,2016-01-21 20:34:00
57,861,22.02,0.61,6.4,0,2016-01-21 20:34:04
58,862,22.95,0.61,9.9,0,2016-01-21 20:34:06
59,863,22.72,0.61,7.6,0,2016-01-21 20:34:08
60,864,21.83,0.61,6.4,0,2016-01-21 20:34:10
61,865,21.59,0.6,5.0,0,2016-01-21 20:34:12
62,866,21.48,0.61,4.3,0,2016-01-21 20:34:14
63,867,20.98,0.6,4.7,0,2016-01-21 20:34:17
64,868,21.82,0.6,5.9,0,2016-01-21 20:34:19
65,869,21.76,0.6,7.3,0,2016-01-21 20:34:21
66,870,21.88,0.6,5.0,0,2016-01-21 20:34:23
67,871,21.97,0.6,5.8,0,2016-01-21 20:34:25
68,872,22.01,0.6,6.0,0,2016-01-21 20:34:28
69,873,22.28,0.6,5.6,0,2016-01-21 20:34:30
70,874,22.23,0.6,7.0,0,2016-01-21 20:34:32
71,875,22.11,0.6,5.8,0,2016-01-21 20:34:34
72,876,22.24,0.6,4.9,0,2016-01-21 20:34:36
73,877,21.94,0.6,5.9,0,2016-01-21 20:34:38
74,878,22.04,0.6,6.6,0,2016-01-21 20:34:41
75,879,22.04,0.6,4.5,0,2016-01-21 20:34:43
76,880,22.01,0.6,5.6,0,2016-01-21 20:34:45
77,881,22.43,0.6,4.4,0,2016-01-21 20:34:47
78,882,22.31,0.6,4.5,0,2016-01-21 20:34:49
79,883,22.44,0.6,5.2,0,2016-01-21 20:34:52
80,884,22.51,0.59,6.9,0,2016-01-21 20:34:54
81,885,22.54,0.6,6.1,0,2016-01-21 20:34:56
82,886,22.52,0.59,7.4,0,2016-01-21 20:34:58
83,887,22.55,0.59,6.7,0,2016-01-21 20:35:00
84,888,22.37,0.59,5.1,0,2016-01-21 20:35:03
85,889,22.5,0.59,7.5,0,2016-01-21 20:35:05
86,890,22.53,0.59,6.6,0,2016-01-21 20:35:07
87,891,22.54,0.59,5.2,0,2016-01-21 20:35:09
88,892,22.22,0.59,4.6,0,2016-01-21 20:35:11
89,893,22.45,0.6,5.9,0,2016-01-21 20:35:13
90,894,22.45,0.59,10.0,0,2016-01-21 20:35:16
91,895,22.69,0.59,11.1,0,2016-01-21 20:35:18
92,896,23.05,0.59,6.8,0,2016-01-21 20:35:20
93,897,22.52,0.59,4.6,0,2016-01-21 20:35:22
94,898,22.44,0.59,6.7,0,2016-01-21 20:35:24
95,899,23.08,0.59,5.9,0,2016-01-21 20:35:27
96,900,22.94,0.59,4.7,0,2016-01-21 20:35:29
97,901,23.0,0.59,5.8,0,2016-01-21 20:35:31
98,902,23.07,0.59,9.6,0,2016-01-21 20:35:33
99,903,23.11,0.59,5.6,0,2016-01-21 20:35:35
100,904,23.16,0.59,4.6,0,2016-01-21 20:35:37
101,905,23.22,0.59,6.2,0,2016-01-21 20:35:40
102,906,23.22,0.59,4.6,0,2016-01-21 20:35:42
103,907,23.23,0.59,4.7,0,2016-01-21 20:35:44
104,908,23.3,0.59,5.6,0,2016-01-21 20:35:46
105,909,23.3,0.59,5.5,0,2016-01-21 20:35:48
106,910,23.28,0.59,5.1,0,2016-01-21 20:35:51
107,911,23.22,0.59,5.6,0,2016-01-21 20:35:53
108,912,23.32,0.59,5.0,0,2016-01-21 20:35:55
109,913,23.29,0.59,4.5,0,2016-01-21 20:35:57
110,914,23.43,0.59,5.4,0,2016-01-21 20:35:59
111,915,23.72,0.59,4.9,0,2016-01-21 20:36:01
112,916,23.71,0.59,5.8,0,2016-01-21 20:36:04
113,917,23.87,0.59,7.1,0,2016-01-21 20:36:06
114,918,23.68,0.59,5.9,0,2016-01-21 20:36:08
115,919,23.63,0.59,6.1,0,2016-01-21 20:36:10
116,920,23.9,0.59,4.5,0,2016-01-21 20:36:12
117,921,23.82,0.59,5.7,0,2016-01-21 20:36:15
118,922,23.98,0.59,4.7,0,2016-01-21 20:36:17
119,923,22.58,0.59,6.5,0,2016-01-21 20:36:19
120,924,21.97,0.59,5.1,0,2016-01-21 20:36:21
121,925,23.19,0.59,7.8,0,2016-01-21 20:36:23
122,926,22.06,0.59,5.8,0,2016-01-21 20:36:26
123,927,20.65,0.59,10.3,0,2016-01-21 20:36:28
124,928,20.35,0.59,5.2,0,2016-01-21 20:36:30
125,929,20.38,0.59,5.3,0,2016-01-21 20:36:32
126,930,20.99,0.59,5.6,0,2016-01-21 20:36:34
127,931,22.6,0.59,4.7,0,2016-01-21 20:36:36
128,932,23.48,0.59,4.7,0,2016-01-21 20:36:39
129,933,23.5,0.59,6.1,0,2016-01-21 20:36:41
130,934,23.56,0.59,4.5,0,2016-01-21 20:36:43
131,935,23.22,0.59,6.7,0,2016-01-21 20:36:45
132,936,25.9,0.59,4.0,0,2016-01-21 20:36:47
133,937,24.28,0.59,4.8,0,2016-01-21 20:36:50
134,938,24.36,0.59,6.6,0,2016-01-21 20:36:52
135,939,24.47,0.59,6.5,0,2016-01-21 20:36:54
136,940,24.31,0.59,6.6,0,2016-01-21 20:36:56
137,941,24.33,0.59,4.9,0,2016-01-21 20:36:58
138,942,24.2,0.59,5.1,0,2016-01-21 20:37:00
139,943,24.05,0.59,4.7,0,2016-01-21 20:37:03
140,944,23.95,0.59,5.3,0,2016-01-21 20:37:05
141,945,24.37,0.59,6.6,0,2016-01-21 20:37:07
142,946,24.42,0.59,6.0,0,2016-01-21 20:37:09
143,947,24.36,0.59,3.7,0,2016-01-21 20:37:11
144,948,24.21,0.59,5.2,0,2016-01-21 20:37:14
145,949,24.15,0.59,5.8,0,2016-01-21 20:37:16
146,950,24.39,0.59,4.3,0,2016-01-21 20:37:18
147,951,24.48,0.59,5.9,0,2016-01-21 20:37:20
148,952,24.39,0.59,4.9,0,2016-01-21 20:37:22
149,953,24.75,0.59,6.8,0,2016-01-21 20:37:25
150,954,24.89,0.59,7.7,0,2016-01-21 20:37:27
151,955,25.16,0.59,5.8,0,2016-01-21 20:37:29
152,956,24.78,0.59,4.0,0,2016-01-21 20:37:31
153,957,24.97,0.59,5.1,0,2016-01-21 20:37:33
154,958,25.02,0.59,4.2,0,2016-01-21 20:37:35
155,959,25.09,0.59,5.1,0,2016-01-21 20:37:38
156,960,25.14,0.59,8.2,0,2016-01-21 20:37:40
157,961,25.04,0.58,8.2,0,2016-01-21 20:37:42
158,962,25.18,0.58,5.3,0,2016-01-21 20:37:44
159,963,25.27,0.59,7.5,0,2016-01-21 20:37:46
160,964,25.03,0.58,5.7,0,2016-01-21 20:37:49
161,965,24.93,0.58,5.1,0,2016-01-21 20:37:51
162,966,24.89,0.58,4.6,0,2016-01-21 20:37:53
163,967,25.1,0.58,4.9,0,2016-01-21 20:37:55
164,968,25.58,0.58,3.9,0,2016-01-21 20:37:57
165,969,25.77,0.58,4.7,0,2016-01-21 20:37:59
166,970,25.83,0.58,3.4,0,2016-01-21 20:38:02
167,971,25.72,0.58,8.7,0,2016-01-21 20:38:04
168,972,25.56,0.58,5.1,0,2016-01-21 20:38:06
169,973,25.8,0.59,5.4,0,2016-01-21 20:38:08
170,974,25.46,0.58,4.1,0,2016-01-21 20:38:10
171,975,25.89,0.58,4.8,0,2016-01-21 20:38:13
172,976,25.85,0.59,4.6,0,2016-01-21 20:38:15
173,977,25.67,0.58,4.1,0,2016-01-21 20:38:17
174,978,25.93,0.58,6.1,0,2016-01-21 20:38:19
175,979,25.78,0.58,4.5,0,2016-01-21 20:38:21
176,980,25.54,0.58,4.7,0,2016-01-21 20:38:24
177,981,25.98,0.58,5.5,0,2016-01-21 20:38:26
178,982,25.9,0.58,4.8,0,2016-01-21 20:38:28
179,983,25.8,0.58,6.8,0,2016-01-21 20:38:30
180,984,26.21,0.58,3.7,0,2016-01-21 20:38:32
181,985,26.17,0.58,3.5,0,2016-01-21 20:38:34
182,986,25.85,0.58,4.4,0,2016-01-21 20:38:37
183,987,26.29,0.58,4.5,0,2016-01-21 20:38:39
184,988,26.48,0.58,4.3,0,2016-01-21 20:38:41
185,989,26.5,0.58,5.8,0,2016-01-21 20:38:43
186,990,26.43,0.58,5.3,0,2016-01-21 20:38:45
187,991,26.6,0.58,3.7,0,2016-01-21 20:38:48
188,992,26.54,0.58,4.8,0,2016-01-21 20:38:50
189,993,26.46,0.58,5.9,0,2016-01-21 20:38:52
190,994,26.72,0.58,3.7,0,2016-01-21 20:38:54
191,995,26.38,0.58,4.1,0,2016-01-21 20:38:56
192,996,26.61,0.58,5.1,0,2016-01-21 20:38:58
193,997,26.59,0.58,5.0,0,2016-01-21 20:39:01
194,998,26.8,0.58,4.3,0,2016-01-21 20:39:03
195,999,26.97,0.36,2.5,0,2016-01-21 20:39:05
196,1000,27.0,0.01,3.1,0,2016-01-21 20:39:07
197,1001,26.94,0.01,1.9,0,2016-01-21 20:39:10
198,1002,26.49,0.01,2.8,0,2016-01-21 20:39:12
199,1003,26.25,0.01,2.1,0,2016-01-21 20:39:14
200,1004,26.97,0.01,3.0,0,2016-01-21 20:39:16
201,1005,26.96,0.01,2.1,0,2016-01-21 20:39:19
202,1006,27.01,0.01,2.2,0,2016-01-21 20:39:21
203,1007,26.83,0.01,3.2,0,2016-01-21 20:39:23
204,1008,26.83,0.01,1.9,0,2016-01-21 20:39:25
205,1009,26.94,0.01,2.0,0,2016-01-21 20:39:28
206,1010,26.84,0.01,2.3,0,2016-01-21 20:39:30
207,1011,26.24,0.01,2.7,0,2016-01-21 20:39:32
208,1012,19.17,0.01,2.1,0,2016-01-21 20:39:34
209,1013,19.37,0.01,2.6,0,2016-01-21 20:39:37
210,1014,19.77,0.01,2.1,0,2016-01-21 20:39:39
211,1015,20.2,0.01,3.2,0,2016-01-21 20:39:41
212,1016,20.28,0.01,2.1,0,2016-01-21 20:39:43
213,1017,20.04,0.01,2.9,0,2016-01-21 20:39:46
214,1018,20.04,0.01,1.6,0,2016-01-21 20:39:48
215,1019,20.12,0.01,2.8,0,2016-01-21 20:39:50
216,1020,20.45,0.01,2.5,0,2016-01-21 20:39:52
217,1021,20.5,0.01,2.5,0,2016-01-21 20:39:55
218,1022,20.3,0.01,1.7,0,2016-01-21 20:39:57
219,1023,20.37,0.01,2.9,0,2016-01-21 20:39:59
220,1024,20.46,0.01,2.1,0,2016-01-21 20:40:02
221,1025,20.57,0.01,3.3,0,2016-01-21 20:40:04
222,1026,20.24,0.01,2.0,0,2016-01-21 20:40:06
223,1027,20.24,0.01,2.9,0,2016-01-21 20:40:08
224,1028,20.28,0.01,1.8,0,2016-01-21 20:40:11
225,1029,20.23,0.01,2.6,0,2016-01-21 20:40:13
226,1030,20.38,0.01,2.8,0,2016-01-21 20:40:15
227,1031,20.22,0.01,3.1,0,2016-01-21 20:40:17
228,1032,20.1,0.01,2.0,0,2016-01-21 20:40:20
229,1033,20.26,0.01,2.8,0,2016-01-21 20:40:22
230,1034,20.62,0.01,1.8,0,2016-01-21 20:40:24
231,1035,20.79,0.01,2.8,0,2016-01-21 20:40:26
232,1036,20.76,0.01,2.6,0,2016-01-21 20:40:29
233,1037,20.74,0.01,1.7,0,2016-01-21 20:40:31
234,1038,20.97,0.01,3.0,0,2016-01-21 20:40:33
235,1039,21.1,0.01,1.7,0,2016-01-21 20:40:35
236,1040,21.29,0.01,2.7,0,2016-01-21 20:40:38
237,1041,21.29,0.01,2.4,0,2016-01-21 20:40:40
238,1042,21.38,0.01,2.3,0,2016-01-21 20:40:42
239,1043,21.41,0.01,2.4,0,2016-01-21 20:40:44
240,1044,21.34,0.01,2.5,0,2016-01-21 20:40:47
241,1045,21.46,0.01,1.9,0,2016-01-21 20:40:49
242,1046,21.52,0.01,3.2,0,2016-01-21 20:40:51
243,1047,21.6,0.01,1.9,0,2016-01-21 20:40:53
244,1048,21.52,0.01,2.6,0,2016-01-21 20:40:56
245,1049,21.53,0.01,1.7,0,2016-01-21 20:40:58
246,1050,21.51,0.01,2.8,0,2016-01-21 20:41:00
247,1051,21.5,0.01,2.3,0,2016-01-21 20:41:02
248,1052,21.38,0.01,3.2,0,2016-01-21 20:41:05
249,1053,21.44,0.01,1.8,0,2016-01-21 20:41:07
250,1054,21.44,0.01,2.7,0,2016-01-21 20:41:09
251,1055,21.5,0.01,2.3,0,2016-01-21 20:41:12
252,1056,21.39,0.01,1.9,0,2016-01-21 20:41:14
253,1057,21.45,0.01,2.3,0,2016-01-21 20:41:16
254,1058,21.29,0.01,3.5,0,2016-01-21 20:41:18
255,1059,21.43,0.01,1.8,0,2016-01-21 20:41:21
256,1060,21.56,0.01,2.8,0,2016-01-21 20:41:23
257,1061,21.55,0.01,2.6,0,2016-01-21 20:41:25
258,1062,21.52,0.01,2.5,0,2016-01-21 20:41:27
259,1063,21.45,0.01,2.2,0,2016-01-21 20:41:30
260,1064,21.36,0.01,2.3,0,2016-01-21 20:41:32
261,1065,21.45,0.01,2.9,0,2016-01-21 20:41:34
262,1066,21.33,0.01,1.6,0,2016-01-21 20:41:36
263,1067,21.31,0.01,3.0,0,2016-01-21 20:41:39
264,1068,21.35,0.01,2.6,0,2016-01-21 20:41:41
265,1069,21.47,0.01,2.8,0,2016-01-21 20:41:43
266,1070,21.64,0.01,2.3,0,2016-01-21 20:41:45
267,1071,21.67,0.01,2.9,0,2016-01-21 20:41:48
268,1072,21.62,0.01,2.8,0,2016-01-21 20:41:50
269,1073,21.61,0.01,2.6,0,2016-01-21 20:41:52
270,1074,21.71,0.01,2.2,0,2016-01-21 20:41:54
271,1075,21.5,0.01,2.4,0,2016-01-21 20:41:57
272,1076,21.5,0.01,3.1,0,2016-01-21 20:41:59
273,1077,21.56,0.01,1.9,0,2016-01-21 20:42:01
274,1078,21.56,0.01,3.0,0,2016-01-21 20:42:03
275,1079,21.38,0.01,2.0,0,2016-01-21 20:42:06
276,1080,21.17,0.01,2.8,0,2016-01-21 20:42:08
277,1081,21.31,0.01,2.9,0,2016-01-21 20:42:10
278,1082,21.56,0.01,2.3,0,2016-01-21 20:42:12
279,1083,21.6,0.01,3.2,0,2016-01-21 20:42:15
280,1084,21.61,0.01,1.9,0,2016-01-21 20:42:17
281,1085,21.59,0.01,6.1,0,2016-01-21 20:42:19
282,1086,21.68,0.01,1.8,0,2016-01-21 20:42:22
283,1087,21.62,0.01,2.8,0,2016-01-21 20:42:24
284,1088,21.58,0.01,2.2,0,2016-01-21 20:42:26
285,1089,21.46,0.01,2.8,0,2016-01-21 20:42:28
286,1090,21.53,0.01,1.8,0,2016-01-21 20:42:31
287,1091,21.53,0.97,2.4,0,2016-01-21 20:42:33
288,1092,21.63,0.63,5.5,0,2016-01-21 20:42:35
289,1093,21.61,0.59,4.5,0,2016-01-21 20:42:37
290,1094,21.76,0.59,5.9,0,2016-01-21 20:42:39
291,1095,21.81,0.59,4.4,0,2016-01-21 20:42:41
292,1096,21.85,0.59,4.9,0,2016-01-21 20:42:44
293,1097,22.09,0.58,5.9,0,2016-01-21 20:42:46
294,1098,22.14,0.58,4.0,0,2016-01-21 20:42:48
295,1099,22.12,0.58,6.8,0,2016-01-21 20:42:50
296,1100,22.06,0.58,10.7,0,2016-01-21 20:42:52
297,1101,21.97,0.58,4.0,0,2016-01-21 20:42:55
298,1102,21.95,0.58,11.3,0,2016-01-21 20:42:57
299,1103,22.01,0.58,7.3,0,2016-01-21 20:42:59
300,1104,22.03,0.58,7.8,0,2016-01-21 20:43:01
301,1105,22.0,0.58,8.1,0,2016-01-21 20:43:03
302,1106,22.0,0.58,3.7,0,2016-01-21 20:43:06
303,1107,22.0,0.58,8.0,0,2016-01-21 20:43:08
304,1108,22.02,0.58,5.8,0,2016-01-21 20:43:10
305,1109,22.03,0.58,5.3,0,2016-01-21 20:43:12
306,1110,21.94,0.58,5.5,0,2016-01-21 20:43:14
307,1111,21.95,0.58,7.3,0,2016-01-21 20:43:16
308,1112,21.94,0.58,5.8,0,2016-01-21 20:43:19
309,1113,21.91,0.58,9.7,0,2016-01-21 20:43:21
310,1114,21.9,0.58,7.5,0,2016-01-21 20:43:23
311,1115,21.93,0.58,5.0,0,2016-01-21 20:43:25
312,1116,21.94,0.58,5.7,0,2016-01-21 20:43:27
313,1117,22.01,0.59,6.6,0,2016-01-21 20:43:30
314,1118,21.99,0.58,3.8,0,2016-01-21 20:43:32
315,1119,21.99,0.58,7.4,0,2016-01-21 20:43:34
316,1120,21.96,0.58,5.0,0,2016-01-21 20:43:36
317,1121,21.97,0.58,4.1,0,2016-01-21 20:43:38
318,1122,21.96,0.58,6.7,0,2016-01-21 20:43:40
319,1123,21.96,0.58,6.0,0,2016-01-21 20:43:43
320,1124,21.97,0.58,7.9,0,2016-01-21 20:43:45
321,1125,21.94,0.58,11.5,0,2016-01-21 20:43:47
322,1126,21.95,0.58,4.4,0,2016-01-21 20:43:49
323,1127,21.95,0.59,5.0,0,2016-01-21 20:43:51
324,1128,21.97,0.59,7.3,0,2016-01-21 20:43:54
325,1129,21.96,0.59,5.3,0,2016-01-21 20:43:56
326,1130,21.98,0.58,9.3,0,2016-01-21 20:43:58
327,1131,21.89,0.58,6.1,0,2016-01-21 20:44:00
328,1132,21.84,0.58,8.2,0,2016-01-21 20:44:02
329,1133,21.83,0.58,5.4,0,2016-01-21 20:44:05
330,1134,21.76,0.58,8.6,0,2016-01-21 20:44:07
331,1135,21.77,0.58,5.7,0,2016-01-21 20:44:09
332,1136,21.79,0.58,5.9,0,2016-01-21 20:44:11
333,1137,21.75,0.58,4.4,0,2016-01-21 20:44:13
334,1138,21.8,0.58,8.0,0,2016-01-21 20:44:15
335,1139,21.82,0.58,5.0,0,2016-01-21 20:44:18
336,1140,21.83,0.58,5.8,0,2016-01-21 20:44:20
337,1141,21.81,0.58,4.3,0,2016-01-21 20:44:22
338,1142,21.84,0.58,5.8,0,2016-01-21 20:44:24
339,1143,21.84,0.58,6.6,0,2016-01-21 20:44:26
340,1144,21.94,0.58,7.1,0,2016-01-21 20:44:29
341,1145,21.84,0.58,5.5,0,2016-01-21 20:44:31
342,1146,21.85,0.58,6.5,0,2016-01-21 20:44:33
343,1147,21.9,0.58,4.6,0,2016-01-21 20:44:35
344,1148,21.88,0.58,6.3,0,2016-01-21 20:44:37
345,1149,21.83,0.58,7.3,0,2016-01-21 20:44:39
346,1150,21.81,0.58,5.9,0,2016-01-21 20:44:42
347,1151,21.81,0.58,7.3,0,2016-01-21 20:44:44
348,1152,21.8,0.58,4.9,0,2016-01-21 20:44:46
349,1153,21.79,0.58,4.8,0,2016-01-21 20:44:48
350,1154,21.79,0.58,4.7,0,2016-01-21 20:44:50
351,1155,21.84,0.58,5.2,0,2016-01-21 20:44:53
352,1156,21.83,0.58,5.2,0,2016-01-21 20:44:55
353,1157,21.83,0.58,6.3,0,2016-01-21 20:44:57
354,1158,21.81,0.58,3.6,0,2016-01-21 20:44:59
355,1159,21.8,0.58,7.7,0,2016-01-21 20:45:01
356,1160,21.77,0.58,3.7,0,2016-01-21 20:45:04
357,1161,21.72,0.58,5.7,0,2016-01-21 20:45:06
358,1162,21.74,0.58,4.6,0,2016-01-21 20:45:08
359,1163,21.73,0.58,6.2,0,2016-01-21 20:45:10
360,1164,21.74,0.58,4.5,0,2016-01-21 20:45:12
361,1165,21.74,0.58,5.0,0,2016-01-21 20:45:14
362,1166,21.76,0.58,5.8,0,2016-01-21 20:45:17
363,1167,21.76,0.58,5.2,0,2016-01-21 20:45:19
364,1168,21.76,0.58,6.4,0,2016-01-21 20:45:21
365,1169,21.74,0.58,5.6,0,2016-01-21 20:45:23
366,1170,21.73,0.58,5.5,0,2016-01-21 20:45:25
367,1171,21.68,0.58,5.3,0,2016-01-21 20:45:28
368,1172,21.68,0.58,5.9,0,2016-01-21 20:45:30
369,1173,21.67,0.58,3.9,0,2016-01-21 20:45:32
370,1174,21.66,0.58,4.6,0,2016-01-21 20:45:34
371,1175,21.67,0.58,5.6,0,2016-01-21 20:45:36
372,1176,21.64,0.57,4.9,0,2016-01-21 20:45:38
373,1177,21.58,0.57,3.8,0,2016-01-21 20:45:41
374,1178,25.3,0.57,5.8,0,2016-01-21 20:45:43
375,1179,25.14,0.57,3.7,0,2016-01-21 20:45:45
376,1180,22.65,0.57,5.2,0,2016-01-21 20:45:47
377,1181,22.6,0.58,3.6,0,2016-01-21 20:45:49
378,1182,22.59,0.57,4.6,0,2016-01-21 20:45:52
379,1183,22.59,0.57,7.9,0,2016-01-21 20:45:54
380,1184,22.57,0.57,5.5,0,2016-01-21 20:45:56
381,1185,22.57,0.58,3.6,0,2016-01-21 20:45:58
382,1186,22.55,0.58,5.1,0,2016-01-21 20:46:00
383,1187,22.54,0.58,3.4,0,2016-01-21 20:46:03
384,1188,22.55,0.58,5.8,0,2016-01-21 20:46:05
385,1189,22.56,0.57,4.0,0,2016-01-21 20:46:07
386,1190,22.57,0.57,5.5,0,2016-01-21 20:46:09
387,1191,22.62,0.58,4.3,0,2016-01-21 20:46:11
388,1192,22.58,0.57,3.5,0,2016-01-21 20:46:13
389,1193,22.63,0.58,6.8,0,2016-01-21 20:46:16
390,1194,22.63,0.58,3.6,0,2016-01-21 20:46:18
391,1195,22.63,0.58,3.3,0,2016-01-21 20:46:20
392,1196,22.62,0.58,3.7,0,2016-01-21 20:46:22
393,1197,22.64,0.58,2.8,0,2016-01-21 20:46:24
394,1198,22.64,0.58,3.9,0,2016-01-21 20:46:27
395,1199,22.63,0.58,3.5,0,2016-01-21 20:46:29
396,1200,22.64,0.58,4.4,0,2016-01-21 20:46:31
397,1201,22.64,0.58,4.2,0,2016-01-21 20:46:33
398,1202,22.64,0.58,4.5,0,2016-01-21 20:46:35
399,1203,22.65,0.58,3.5,0,2016-01-21 20:46:37
400,1204,22.65,0.58,4.2,0,2016-01-21 20:46:40
401,1205,22.7,0.58,4.9,0,2016-01-21 20:46:42
402,1206,22.69,0.58,5.6,0,2016-01-21 20:46:44
403,1207,22.7,0.58,3.0,0,2016-01-21 20:46:46
404,1208,22.7,0.58,4.8,0,2016-01-21 20:46:48
405,1209,22.76,0.58,4.4,0,2016-01-21 20:46:51
406,1210,22.84,0.58,3.3,0,2016-01-21 20:46:53
407,1211,22.85,0.58,3.0,0,2016-01-21 20:46:55
408,1212,22.8,0.58,5.0,0,2016-01-21 20:46:57
409,1213,23.03,0.58,4.6,0,2016-01-21 20:46:59
410,1214,23.06,0.58,5.0,0,2016-01-21 20:47:02
411,1215,23.08,0.58,4.1,0,2016-01-21 20:47:04
412,1216,23.07,0.58,4.0,0,2016-01-21 20:47:06
413,1217,23.09,0.58,4.2,0,2016-01-21 20:47:08
414,1218,23.1,0.58,3.4,0,2016-01-21 20:47:10
415,1219,23.07,0.58,3.5,0,2016-01-21 20:47:12
416,1220,23.04,0.58,3.7,0,2016-01-21 20:47:15
417,1221,23.11,0.58,3.1,0,2016-01-21 20:47:17
418,1222,23.1,0.58,3.6,0,2016-01-21 20:47:19
419,1223,23.07,0.58,3.9,0,2016-01-21 20:47:21
420,1224,23.03,0.57,3.9,0,2016-01-21 20:47:23
421,1225,23.05,0.58,3.6,0,2016-01-21 20:47:26
422,1226,23.03,0.58,3.5,0,2016-01-21 20:47:28
423,1227,23.19,0.58,3.2,0,2016-01-21 20:47:30
424,1228,23.21,0.58,4.4,0,2016-01-21 20:47:32
425,1229,23.23,0.58,3.2,0,2016-01-21 20:47:34
426,1230,23.2,0.58,6.2,0,2016-01-21 20:47:36
427,1231,23.53,0.58,4.9,0,2016-01-21 20:47:39
428,1232,25.65,0.57,3.2,0,2016-01-21 20:47:41
429,1233,24.69,0.57,4.8,0,2016-01-21 20:47:43
430,1234,24.94,0.57,2.5,0,2016-01-21 20:47:45
431,1235,23.84,0.57,3.6,0,2016-01-21 20:47:47
432,1236,22.25,0.57,3.7,0,2016-01-21 20:47:50
433,1237,22.16,0.57,3.8,0,2016-01-21 20:47:52
434,1238,21.87,0.57,3.6,0,2016-01-21 20:47:54
435,1239,22.39,0.58,3.3,0,2016-01-21 20:47:56
436,1240,22.11,0.57,3.7,0,2016-01-21 20:47:58
437,1241,21.75,0.57,3.8,0,2016-01-21 20:48:01
438,1242,21.11,0.57,2.8,0,2016-01-21 20:48:03
439,1243,21.27,0.57,5.1,0,2016-01-21 20:48:05
440,1244,21.47,0.57,3.9,0,2016-01-21 20:48:07
441,1245,21.42,0.57,5.2,0,2016-01-21 20:48:09
